datetime,rainfall,waterlevel
2023-08-12 12:24:10,0.53,12.81
2023-08-12 12:24:11,0.67,12.81
2023-08-12 12:24:12,0.72,12.82
2023-08-12 12:24:13,0.46,12.83
2023-08-12 12:24:14,0.12,12.84
2023-08-12 12:24:15,0.89,12.84
2023-08-12 12:24:16,0.91,12.85
2023-08-12 12:24:17,0.58,12.86
2023-08-12 12:24:18,0.21,12.86
2023-08-12 12:24:19,0.63,12.87
2023-08-12 12:24:20,0.48,12.88
2023-08-12 12:24:21,0.80,12.88
2023-08-12 12:24:22,0.22,12.89
2023-08-12 12:24:23,0.25,12.90
2023-08-12 12:24:24,0.49,12.90
2023-08-12 12:24:25,0.46,12.91
2023-08-12 12:24:26,0.88,12.92
2023-08-12 12:24:27,0.20,12.93
2023-08-12 12:24:28,0.71,12.93
2023-08-12 12:24:29,0.45,12.94
2023-08-12 12:24:30,0.41,12.95
2023-08-12 12:24:31,0.41,12.95
2023-08-12 12:24:32,0.39,12.96
2023-08-12 12:24:33,0.39,12.97
2023-08-12 12:24:34,0.97,12.97
2023-08-12 12:24:35,0.14,12.98
2023-08-12 12:24:36,0.24,12.99
2023-08-12 12:24:37,0.97,13.00
2023-08-12 12:24:38,0.03,13.00
2023-08-12 12:24:39,0.66,13.01
2023-08-12 12:24:40,0.85,13.02
2023-08-12 12:24:41,0.36,13.02
2023-08-12 12:24:42,0.57,13.03
2023-08-12 12:24:43,0.51,13.04
2023-08-12 12:24:44,0.59,13.04
2023-08-12 12:24:45,0.34,13.05
2023-08-12 12:24:46,0.86,13.06
2023-08-12 12:24:47,0.70,13.07
2023-08-12 12:24:48,0.42,13.07
2023-08-12 12:24:49,0.44,13.08
2023-08-12 12:24:50,0.29,13.09
2023-08-12 12:24:51,0.90,13.09
2023-08-12 12:24:52,0.95,13.10
2023-08-12 12:24:53,0.14,13.11
2023-08-12 12:24:54,0.34,13.12
2023-08-12 12:24:55,0.63,13.12
2023-08-12 12:24:56,0.36,13.13
2023-08-12 12:24:57,0.71,13.14
2023-08-12 12:24:58,0.78,13.14
2023-08-12 12:24:59,0.15,13.15
2023-08-12 12:25:00,0.15,13.16
2023-08-12 12:25:01,0.68,13.16
2023-08-12 12:25:02,0.72,13.17
2023-08-12 12:25:03,0.45,13.18
2023-08-12 12:25:04,0.32,13.19
2023-08-12 12:25:05,0.07,13.19
2023-08-12 12:25:06,0.58,13.20
2023-08-12 12:25:07,0.42,13.21
2023-08-12 12:25:08,0.19,13.21
2023-08-12 12:25:09,0.30,13.22
2023-08-12 12:25:10,0.76,13.23
2023-08-12 12:25:11,0.70,13.23
2023-08-12 12:25:12,0.33,13.24
2023-08-12 12:25:13,0.62,13.25
2023-08-12 12:25:14,0.42,13.26
2023-08-12 12:25:15,0.36,13.26
2023-08-12 12:25:16,0.28,13.27
2023-08-12 12:25:17,0.17,13.28
2023-08-12 12:25:18,0.50,13.28
2023-08-12 12:25:19,0.02,13.29
2023-08-12 12:25:20,0.51,13.30
2023-08-12 12:25:21,0.82,13.30
2023-08-12 12:25:22,0.64,13.31
2023-08-12 12:25:23,0.40,13.32
2023-08-12 12:25:24,0.55,13.32
2023-08-12 12:25:25,0.74,13.33
2023-08-12 12:25:26,0.74,13.34
2023-08-12 12:25:27,0.11,13.35
2023-08-12 12:25:28,0.90,13.35
2023-08-12 12:25:29,0.86,13.36
2023-08-12 12:25:30,0.78,13.37
2023-08-12 12:25:31,0.49,13.37
2023-08-12 12:25:32,0.95,13.38
2023-08-12 12:25:33,0.69,13.39
2023-08-12 12:25:34,0.24,13.39
2023-08-12 12:25:35,0.34,13.40
2023-08-12 12:25:36,0.14,13.41
2023-08-12 12:25:37,0.68,13.42
2023-08-12 12:25:38,0.37,13.42
2023-08-12 12:25:39,0.52,13.43
2023-08-12 12:25:40,0.27,13.44
2023-08-12 12:25:41,0.99,13.44
2023-08-12 12:25:42,0.86,13.45
2023-08-12 12:25:43,0.74,13.46
2023-08-12 12:25:44,0.81,13.46
2023-08-12 12:25:45,0.21,13.47
2023-08-12 12:25:46,0.64,13.48
2023-08-12 12:25:47,0.81,13.49
2023-08-12 12:25:48,0.86,13.49
2023-08-12 12:25:49,0.51,13.50
2023-08-12 12:25:50,0.63,13.51
2023-08-12 12:25:51,0.31,13.51
2023-08-12 12:25:52,0.26,13.52
2023-08-12 12:25:53,0.62,13.53
2023-08-12 12:25:54,0.94,13.54
2023-08-12 12:25:55,0.98,13.54
2023-08-12 12:25:56,0.86,13.55
2023-08-12 12:25:57,0.22,13.56
2023-08-12 12:25:58,0.33,13.56
2023-08-12 12:25:59,0.34,13.57
2023-08-12 12:26:00,0.69,13.58
2023-08-12 12:26:01,0.54,13.58
2023-08-12 12:26:02,0.26,13.59
2023-08-12 12:26:03,0.46,13.60
2023-08-12 12:26:04,0.26,13.61
2023-08-12 12:26:05,0.80,13.61
2023-08-12 12:26:06,0.65,13.62
2023-08-12 12:26:07,0.61,13.63
2023-08-12 12:26:08,0.48,13.63
2023-08-12 12:26:09,0.46,13.64
2023-08-12 12:26:10,0.99,13.65
2023-08-12 12:26:11,0.72,13.65
2023-08-12 12:26:12,0.03,13.66
2023-08-12 12:26:13,0.06,13.67
2023-08-12 12:26:14,0.65,13.68
2023-08-12 12:26:15,0.11,13.68
2023-08-12 12:26:16,0.65,13.69
2023-08-12 12:26:17,0.32,13.70
2023-08-12 12:26:18,0.86,13.70
2023-08-12 12:26:19,0.58,13.71
2023-08-12 12:26:20,0.53,13.72
2023-08-12 12:26:21,0.76,13.72
2023-08-12 12:26:22,0.22,13.73
2023-08-12 12:26:23,0.68,13.74
2023-08-12 12:26:24,0.54,13.75
2023-08-12 12:26:25,0.53,13.75
2023-08-12 12:26:26,0.07,13.76
2023-08-12 12:26:27,0.49,13.77
2023-08-12 12:26:28,0.12,13.77
2023-08-12 12:26:29,0.84,13.78
2023-08-12 12:26:30,0.52,13.79
2023-08-12 12:26:31,0.53,13.79
2023-08-12 12:26:32,0.70,13.80
2023-08-12 12:26:33,0.39,13.81
2023-08-12 12:26:34,0.10,13.82
2023-08-12 12:26:35,0.87,13.82
2023-08-12 12:26:36,0.67,13.83
2023-08-12 12:26:37,0.96,13.84
2023-08-12 12:26:38,0.72,13.84
2023-08-12 12:26:39,0.51,13.85
2023-08-12 12:26:40,0.85,13.86
2023-08-12 12:26:41,0.26,13.86
2023-08-12 12:26:42,0.85,13.87
2023-08-12 12:26:43,0.83,13.88
2023-08-12 12:26:44,0.61,13.88
2023-08-12 12:26:45,0.44,13.89
2023-08-12 12:26:46,0.27,13.90
2023-08-12 12:26:47,0.58,13.91
2023-08-12 12:26:48,0.83,13.91
2023-08-12 12:26:49,0.37,13.92
2023-08-12 12:26:50,0.80,13.93
2023-08-12 12:26:51,0.47,13.93
2023-08-12 12:26:52,0.05,13.94
2023-08-12 12:26:53,0.60,13.95
2023-08-12 12:26:54,0.63,13.96
2023-08-12 12:26:55,0.94,13.96
2023-08-12 12:26:56,0.25,13.97
2023-08-12 12:26:57,0.65,13.98
2023-08-12 12:26:58,0.16,13.98
2023-08-12 12:26:59,0.34,13.99
2023-08-12 12:27:00,0.68,14.00
2023-08-12 12:27:01,0.71,14.00
2023-08-12 12:27:02,0.59,14.01
2023-08-12 12:27:03,0.55,14.02
2023-08-12 12:27:04,0.22,14.02
2023-08-12 12:27:05,0.88,14.03
2023-08-12 12:27:06,0.31,14.04
2023-08-12 12:27:07,0.73,14.05
2023-08-12 12:27:08,0.81,14.05
2023-08-12 12:27:09,0.63,14.06
2023-08-12 12:27:10,0.39,14.07
2023-08-12 12:27:11,0.97,14.07
2023-08-12 12:27:12,0.89,14.08
2023-08-12 12:27:13,0.16,14.09
2023-08-12 12:27:14,0.99,14.09
2023-08-12 12:27:15,0.65,14.10
2023-08-12 12:27:16,0.84,14.11
2023-08-12 12:27:17,0.86,14.12
2023-08-12 12:27:18,0.38,14.12
2023-08-12 12:27:19,0.66,14.13
2023-08-12 12:27:20,0.37,14.14
2023-08-12 12:27:21,0.45,14.14
2023-08-12 12:27:22,0.12,14.15
2023-08-12 12:27:23,0.62,14.16
2023-08-12 12:27:24,0.64,14.16
2023-08-12 12:27:25,0.69,14.17
2023-08-12 12:27:26,0.12,14.18
2023-08-12 12:27:27,0.45,14.19
2023-08-12 12:27:28,0.43,14.19
2023-08-12 12:27:29,0.27,14.20
2023-08-12 12:27:30,0.01,14.21
2023-08-12 12:27:31,0.89,14.21
2023-08-12 12:27:32,0.16,14.22
2023-08-12 12:27:33,0.42,14.23
2023-08-12 12:27:34,0.57,14.23
2023-08-12 12:27:35,0.24,14.24
2023-08-12 12:27:36,0.17,14.25
2023-08-12 12:27:37,0.92,14.26
2023-08-12 12:27:38,0.56,14.26
2023-08-12 12:27:39,0.40,14.27
2023-08-12 12:27:40,0.40,14.28
2023-08-12 12:27:41,0.26,14.28
2023-08-12 12:27:42,0.96,14.29
2023-08-12 12:27:43,0.13,14.30
2023-08-12 12:27:44,0.31,14.30
2023-08-12 12:27:45,0.66,14.31
2023-08-12 12:27:46,0.68,14.32
2023-08-12 12:27:47,0.32,14.33
2023-08-12 12:27:48,0.24,14.33
2023-08-12 12:27:49,0.91,14.34
2023-08-12 12:27:50,0.63,14.35
2023-08-12 12:27:51,0.58,14.35
2023-08-12 12:27:52,0.95,14.36
2023-08-12 12:27:53,0.17,14.37
2023-08-12 12:27:54,0.74,14.38
2023-08-12 12:27:55,0.85,14.38
2023-08-12 12:27:56,0.60,14.39
2023-08-12 12:27:57,0.85,14.40
2023-08-12 12:27:58,0.93,14.40
2023-08-12 12:27:59,0.66,14.41
2023-08-12 12:28:00,0.48,14.42
2023-08-12 12:28:01,0.72,14.42
2023-08-12 12:28:02,0.96,14.43
2023-08-12 12:28:03,0.59,14.44
2023-08-12 12:28:04,0.36,14.45
2023-08-12 12:28:05,0.73,14.45
2023-08-12 12:28:06,0.30,14.46
2023-08-12 12:28:07,0.77,14.47
2023-08-12 12:28:08,0.62,14.47
2023-08-12 12:28:09,0.50,14.48
2023-08-12 12:28:10,0.22,14.49
2023-08-12 12:28:11,0.98,14.49
2023-08-12 12:28:12,0.16,14.50
2023-08-12 12:28:13,0.21,14.51
2023-08-12 12:28:14,0.34,14.52
2023-08-12 12:28:15,0.13,14.52
2023-08-12 12:28:16,0.94,14.53
2023-08-12 12:28:17,0.25,14.54
2023-08-12 12:28:18,0.75,14.54
2023-08-12 12:28:19,0.67,14.55
2023-08-12 12:28:20,0.03,14.56
2023-08-12 12:28:21,0.90,14.56
2023-08-12 12:28:22,0.88,14.57
2023-08-12 12:28:23,0.87,14.58
2023-08-12 12:28:24,0.65,14.59
2023-08-12 12:28:25,0.57,14.59
2023-08-12 12:28:26,0.67,14.60
2023-08-12 12:28:27,0.34,14.61
2023-08-12 12:28:28,0.31,14.61
2023-08-12 12:28:29,0.88,14.62
2023-08-12 12:28:30,0.37,14.63
2023-08-12 12:28:31,0.69,14.63
2023-08-12 12:28:32,0.51,14.64
2023-08-12 12:28:33,0.42,14.65
